r0_max,r0_min,r0_aprox
3.5249196030967553,3.524806466137841,3.524863034617298
3.25257606464667,3.2524276309520435,3.2525018477993566
3.0195282276231854,3.019337519434728,3.019432873528957
2.6690857382813022,2.6688632208397856,2.6689744795605437
2.4931302150096144,2.492862869225562,2.492996542117588
2.300963598012527,2.3006549005676264,2.3008092492900767
2.1192520199357556,2.1189053835265845,2.11907870173117
1.9625030084338868,1.962120256231304,1.9623116323325953
1.8040736573628666,1.803663005608307,1.8038683314855868
1.6616122410838112,1.661179053869522,1.6613956474766667
1.531115031762462,1.5306654545506764,1.5308902431565692
1.418172840809677,1.4177104952219828,1.4179416680158299
1.3468018547653426,1.3463192449349775,1.34656054985016
1.3048163758055888,1.3043061355290295,1.3045612556673092
1.2925002045303835,1.2919511259175969,1.2922256652239903
1.3366460156513595,1.3360291953449537,1.3363376054981566
1.4145902383809412,1.4138792133640508,1.4142347258724959
1.5128230416773465,1.5119909030913115,1.512406972384329
1.608042326693422,1.6070692444733443,1.6075557855833833
1.6814645227547798,1.6803399947663045,1.680902258760542
1.7308396583544348,1.7295558439701013,1.730197751162268
1.751403953435527,1.7499604698947142,1.7506822116651206
1.7065402101876375,1.7049816139300804,1.7057609120588588
1.6246651945502064,1.6230303960465458,1.623847795298376
1.5154246616313394,1.5137582816672588,1.514591471649299
1.3925731241448458,1.3909154551205085,1.391744289632677
1.2559021011976759,1.2543005607319975,1.2551013309648367
1.106191285381777,1.104696776245477,1.105444030813627
0.9425026718923633,0.9411689270286809,0.9418357994605221
0.8127197045921637,0.8115258774513959,0.8121227910217799
0.710846601985018,0.7097702686919009,0.7103084353384594
0.6461802341386425,0.6451765093575743,0.6456783717481084
0.6160765639447937,0.6150977752204505,0.615587169582622
0.6407547999903278,0.6397143324883279,0.6402345662393278
0.7653678728914026,0.76409402567161,0.7647309492815063
0.9942260781706259,0.9925190332202993,0.9933725556954627
1.2530003235516087,1.2507629203660584,1.2518816219588336
1.523310190106136,1.5204529908702107,1.5218815904881735
1.7607725564634122,1.7572651487121287,1.7590188525877704
1.947801212996949,1.943632668646561,1.9457169408217552
2.0630917998505005,2.0582967653287243,2.0606942825896124
2.065332280078832,2.0600855313793,2.0627089057290657
2.000309466572333,1.9947417520411106,1.9975256093067217
1.9107113624951753,1.9048856025945209,1.9077984825448482
1.7934198859622836,1.787449785802047,1.7904348358821653
1.6641682612479527,1.658152783951555,1.6611605225997539
1.5220910176342841,1.516160601428743,1.5191258095315137
1.3768533515285861,1.3711192730405717,1.373986312284579
1.2618580818389553,1.2562812281836804,1.2590696550113178
1.1752154173378817,1.1697358853707573,1.1724756513543195
1.105411166287039,1.1000010261635278,1.1027060962252833
1.065163855597634,1.0597111041172886,1.0624374798574614
1.0486687216883346,1.0430669571773308,1.0458678394328327
1.0685809980239913,1.0626285231212134,1.0656047605726022
1.114405070456667,1.1079277585258114,1.1111664144912392
1.1729630963534625,1.1658399892185436,1.169401542786003
1.2193032052112194,1.2115589489145167,1.215431077062868
1.2648617962326307,1.2564494310456038,1.2606556136391172
1.304711069619313,1.2956138474001246,1.300162458509719
1.339808610955099,1.3300031762612723,1.3349058936081857
1.3492705393439641,1.3389031338500108,1.3440868365969876
1.3391868619669696,1.328388961732583,1.3337879118497762
1.311716291052287,1.3006319415354914,1.3061741162938891
1.3043371493285534,1.2927923179564806,1.298564733642517
1.2892663041699808,1.2773243225709545,1.2832953133704676
1.266585714900015,1.2543238019438467,1.2604547584219308
1.2403196910862688,1.2277879977291921,1.2340538444077305
1.2332119602926845,1.2202185159490246,1.2267152381208546
1.2467535048586715,1.2330547498312285,1.23990412734495
1.2716022519034,1.2570246142774064,1.2643134330904031
1.2721878715245343,1.256975846821081,1.2645818591728077
1.2770245677769163,1.2610997566908955,1.2690621622339058
1.2859762836010356,1.2692513161570669,1.277613799879051
1.2931271322445026,1.2755868421070549,1.2843569871757787
1.2778001987866152,1.2597377750445002,1.2687689869155578
1.2433799421228544,1.2250921846955016,1.234236063409178
1.1984811415895364,1.1801769775702928,1.1893290595799146
1.1625003608958688,1.144097515887746,1.1532989383918073
1.1254530735106891,1.1070214726319474,1.1162372730713184
1.081431854075394,1.0631495089905647,1.0722906815329794
1.0318229305844357,1.0138590737968018,1.022841002190619
1.0027009737208206,0.9847551188796196,0.99372804630022
0.9814356720241334,0.963405443785001,0.9724205579045673
0.967309877156008,0.9490917668858743,0.9582008220209411
0.957869701388071,0.9393954492551859,0.9486325753216285
0.9581042252042402,0.9391960545666839,0.9486501398854621
0.9877754138293764,0.967828549331195,0.9778019815802856
1.0561183862032173,1.0342724761230917,1.0451954311631546
1.130659561067295,1.1066699602004268,1.1186647606338609
1.228952480522548,1.202148432445155,1.2155504564838515
1.3388576319658578,1.3087561632380569,1.3238068976019575
1.4450284882952336,1.4114325087263007,1.428230498510767
1.533135973725364,1.496159099273123,1.5146475364992436
1.5816790968517909,1.5420057587348799,1.5618424277933354
1.5701815299133706,1.5291823833259217,1.5496819566196463
1.5472936428468649,1.5052155825533808,1.5262546127001229
1.5019302193805153,1.4594077855326075,1.4806690024565614
1.3401312553084548,1.3008024545293213,1.320466854918888
1.3037472937949168,1.2641303825991494,1.2839388381970331
1.25747814714774,1.2179731722713183,1.2377256597095292
